ORDERNUMBER,PRODUCTCODE,CUSTOMERNAME,ORDERDATE,STATUS,DEALSIZE,QUANTITYORDERED,PRICEEACH,SALES
10316,S18_3029,giftsbymail.co.uk,1/11/2019,Shipped,Small,21,94.62,1987.02
10327,S18_3029,Danish Wholesale Imports,10/11/2019,Resolved,Small,25,45.86,1146.5
10338,S18_3029,Royale Belge,22/11/2019,Shipped,Small,28,82.58,2312.24
10350,S18_3029,Euro Shopping Channel,2/12/2019,Shipped,Small,43,64.97,2793.71
10373,S18_3029,"Oulu Toy Supplies, Inc.",31/01/2020,Shipped,Small,22,86.74,1908.28
10386,S18_3029,Euro Shopping Channel,1/3/2020,Resolved,Medium,37,93.01,3441.37
10398,S18_3029,Reims Collectables,30/03/2020,Shipped,Small,28,72.26,2023.28
10400,S18_3029,The Sharp Gifts Warehouse,1/4/2020,Shipped,Small,30,74.84,2245.2
10414,S18_3029,Gifts4AllAges.com,6/5/2020,On Hold,Medium,44,73.98,3255.12
10103,S18_3136,Baane Mini Imports,29/01/2018,Shipped,Small,25,101.58,2539.5
10126,S18_3136,"Corrida Auto Replicas, Ltd",28/05/2018,Shipped,Small,30,97.39,2921.7
10139,S18_3136,Souveniers And Things Co.,16/07/2018,Shipped,Small,20,90.06,1801.2
10150,S18_3136,"Dragon Souveniers, Ltd.",19/09/2018,Shipped,Small,26,107.86,2804.36
10163,S18_3136,Classic Legends Inc.,20/10/2018,Shipped,Medium,40,122.52,4900.8
10173,S18_3136,Rovelli Gifts,5/11/2018,Shipped,Small,31,89.01,2759.31
10183,S18_3136,"Classic Gift Ideas, Inc",13/11/2018,Shipped,Small,22,113.1,2488.2
10193,S18_3136,"Australian Collectables, Ltd",21/11/2018,Shipped,Small,23,120.43,2769.89
10206,S18_3136,Canadian Gift Exchange Network,5/12/2018,Shipped,Medium,30,119.38,3581.4
10215,S18_3136,West Coast Collectables Co.,29/01/2019,Shipped,Medium,49,107.86,5285.14
10228,S18_3136,Cambridge Collectables Co.,10/3/2019,Shipped,Medium,31,102.63,3181.53
10244,S18_3136,Euro Shopping Channel,29/04/2019,Shipped,Medium,29,115.19,3340.51
10257,S18_3136,The Sharp Gifts Warehouse,14/06/2019,Shipped,Medium,37,84.82,3138.34
10270,S18_3136,Souveniers And Things Co.,19/07/2019,Shipped,Medium,38,125.66,4775.08
10280,S18_3136,Amica Models & Co.,17/08/2019,Shipped,Medium,29,103.67,3006.43
10291,S18_3136,Scandinavian Gift Ideas,8/9/2019,Shipped,Small,23,124.62,2866.26
10304,S18_3136,Auto Assoc. & Cie.,11/10/2019,Shipped,Small,26,85.87,2232.62
10312,S18_3136,Mini Gifts Distributors Ltd.,21/10/2019,Shipped,Medium,38,117.29,4457.02
10322,S18_3136,Online Diecast Creations Co.,4/11/2019,Shipped,Small,48,47.04,2257.92
10332,S18_3136,"AV Stores, Co.",17/11/2019,Shipped,Small,40,39.8,1592
10347,S18_3136,"Australian Collectors, Co.",29/11/2019,Shipped,Medium,45,109.96,4948.2
10357,S18_3136,Mini Gifts Distributors Ltd.,10/12/2019,Shipped,Medium,44,117.29,5160.76
10369,S18_3136,Collectables For Less Inc.,20/01/2020,Shipped,Small,21,94.22,1978.62
10392,S18_3136,Mini Auto Werke,10/3/2020,Shipped,Small,29,86.92,2520.68
10423,S18_3136,Petit Auto,30/05/2020,In Process,Small,21,84.82,1781.22
10105,S18_3140,Danish Wholesale Imports,11/2/2018,Shipped,Medium,22,139.32,3065.04
10117,S18_3140,"Dragon Souveniers, Ltd.",16/04/2018,Shipped,Medium,26,136.59,3551.34
10128,S18_3140,Euro Shopping Channel,6/6/2018,Shipped,Medium,41,135.22,5544.02
10142,S18_3140,Mini Gifts Distributors Ltd.,8/8/2018,Shipped,Medium,47,128.39,6034.33
10153,S18_3140,Euro Shopping Channel,28/09/2018,Shipped,Medium,31,117.47,3641.57
10166,S18_3140,FunGiftIdeas.com,21/10/2018,Shipped,Medium,43,161.18,6930.74
10177,S18_3140,CAF Imports,7/11/2018,Shipped,Medium,23,159.81,3675.63
10185,S18_3140,Mini Creations Ltd.,14/11/2018,Shipped,Medium,28,122.93,3442.04
10196,S18_3140,Super Scale Inc.,26/11/2018,Shipped,Medium,49,140.69,6893.81
10208,S18_3140,"Saveley & Henriot, Co.",2/1/2019,Shipped,Small,24,109.27,2622.48
10221,S18_3140,Petit Auto,18/02/2019,Shipped,Medium,33,133.86,4417.38
10232,S18_3140,giftsbymail.co.uk,20/03/2019,Shipped,Medium,22,163.91,3606.02
10248,S18_3140,Land of Toys Inc.,7/5/2019,Cancelled,Medium,32,118.83,3802.56
10273,S18_3140,Petit Auto,21/07/2019,Shipped,Medium,40,125.66,5026.4
10282,S18_3140,Mini Gifts Distributors Ltd.,20/08/2019,Shipped,Medium,43,155.71,6695.53
10293,S18_3140,Amica Models & Co.,9/9/2019,Shipped,Small,24,117.47,2819.28
10306,S18_3140,"AV Stores, Co.",14/10/2019,Shipped,Medium,32,117.47,3759.04
10314,S18_3140,Heintze Collectables,22/10/2019,Shipped,Small,20,136.59,2731.8
10325,S18_3140,Baane Mini Imports,5/11/2019,Shipped,Small,24,69.12,1658.88
10336,S18_3140,"La Corne D'abondance, Co.",20/11/2019,Shipped,Medium,48,120.38,5778.24
10350,S18_3140,Euro Shopping Channel,2/12/2019,Shipped,Medium,44,117.98,5191.12
10372,S18_3140,"Tokyo Collectables, Ltd",26/01/2020,Shipped,Medium,28,137.96,3862.88
10383,S18_3140,Euro Shopping Channel,22/02/2020,Shipped,Small,24,61.52,1476.48
10396,S18_3140,Mini Gifts Distributors Ltd.,23/03/2020,Shipped,Medium,33,159.81,5273.73
10414,S18_3140,Gifts4AllAges.com,6/5/2020,On Hold,Medium,41,118.83,4872.03
10104,S18_3232,Euro Shopping Channel,31/01/2018,Shipped,Medium,23,198.13,4556.99
10109,S18_3232,Motor Mint Distributors Inc.,10/3/2018,Shipped,Large,46,179.5,8257
10114,S18_3232,"La Corne D'abondance, Co.",1/4/2018,Shipped,Large,48,171.03,8209.44
10122,S18_3232,Marseille Mini Autos,8/5/2018,Shipped,Medium,25,143.94,3598.5
10127,S18_3232,Muscle Machine Inc,3/6/2018,Shipped,Medium,22,174.42,3837.24
10136,S18_3232,Alpha Cognac,4/7/2018,Shipped,Large,41,203.21,8331.61
10141,S18_3232,Suominen Souveniers,1/8/2018,Shipped,Medium,34,142.25,4836.5
10148,S18_3232,"Anna's Decorations, Ltd",11/9/2018,Shipped,Medium,32,169.34,5418.88
10151,S18_3232,"Oulu Toy Supplies, Inc.",21/09/2018,Shipped,Medium,21,177.81,3734.01
10165,S18_3232,"Dragon Souveniers, Ltd.",22/10/2018,Shipped,Large,47,186.27,8754.69
10171,S18_3232,Quebec Home Shopping Network,5/11/2018,Shipped,Medium,39,140.55,5481.45
10175,S18_3232,"Stylish Desk Decors, Co.",6/11/2018,Shipped,Medium,29,152.41,4419.89
10181,S18_3232,Herkku Gifts,12/11/2018,Shipped,Medium,45,140.55,6324.75
10184,S18_3232,"Iberia Gift Imports, Corp.",14/11/2018,Shipped,Medium,28,157.49,4409.72
10192,S18_3232,Online Diecast Creations Co.,20/11/2018,Shipped,Medium,26,150.71,3918.46
10195,S18_3232,Mini Classics,25/11/2018,Shipped,Large,50,152.41,7620.5
10203,S18_3232,Euro Shopping Channel,2/12/2018,Shipped,Large,48,172.73,8291.04
10207,S18_3232,Diecast Collectables,9/12/2018,Shipped,Medium,25,157.49,3937.25
10212,S18_3232,Euro Shopping Channel,16/01/2019,Shipped,Medium,40,138.86,5554.4
10225,S18_3232,"Vida Sport, Ltd",22/02/2019,Shipped,Medium,43,149.02,6407.86
10229,S18_3232,Mini Gifts Distributors Ltd.,11/3/2019,Shipped,Medium,22,189.66,4172.52
10239,S18_3232,"Oulu Toy Supplies, Inc.",12/4/2019,Shipped,Large,47,150.71,7083.37
10246,S18_3232,Euro Shopping Channel,5/5/2019,Shipped,Large,36,198.13,7132.68
10253,S18_3232,"UK Collectables, Ltd.",1/6/2019,Cancelled,Medium,40,169.34,6773.6
10259,S18_3232,Handji Gifts& Co,15/06/2019,Shipped,Medium,27,135.47,3657.69
10266,S18_3232,L'ordine Souveniers,6/7/2019,Shipped,Medium,29,165.95,4812.55
10271,S18_3232,Mini Gifts Distributors Ltd.,20/07/2019,Shipped,Medium,20,196.43,3928.6
10278,S18_3232,Signal Gift Stores,6/8/2019,Shipped,Medium,42,152.41,6401.22
10281,S18_3232,Diecast Classics Inc.,19/08/2019,Shipped,Medium,25,167.65,4191.25
10287,S18_3232,"Vida Sport, Ltd",30/08/2019,Shipped,Medium,36,162.57,5852.52
10292,S18_3232,Land of Toys Inc.,8/9/2019,Shipped,Small,21,135.47,2844.87
10301,S18_3232,"Norway Gifts By Mail, Co.",5/10/2018,Shipped,Medium,23,174.42,4011.66
10305,S18_3232,Marta's Replicas Co.,13/10/2019,Shipped,Large,37,201.51,7455.87
10310,S18_3232,"Toms Spezialitten, Ltd",16/10/2019,Shipped,Large,48,186.27,8940.96
10313,S18_3232,Canadian Gift Exchange Network,22/10/2019,Shipped,Medium,25,182.89,4572.25
10321,S18_3232,FunGiftIdeas.com,4/11/2019,Shipped,Medium,33,172.73,5700.09
10324,S18_3232,Vitachrome Inc.,5/11/2019,Shipped,Medium,27,116.87,3155.49
10331,S18_3232,Motor Mint Distributors Inc.,17/11/2019,Shipped,Medium,27,154.47,4170.69
10334,S18_3232,"Volvo Model Replicas, Co",19/11/2019,On Hold,Small,20,143.94,2878.8
10342,S18_3232,"Australian Collectors, Co.",24/11/2019,Shipped,Medium,30,167.65,5029.5
10349,S18_3232,Muscle Machine Inc,1/12/2019,Shipped,Large,48,154.1,7396.8
10358,S18_3232,Euro Shopping Channel,10/12/2019,Shipped,Small,32,93.49,2991.68
10366,S18_3232,Royale Belge,10/1/2020,Shipped,Medium,34,184.58,6275.72
10370,S18_3232,"Anna's Decorations, Ltd",20/01/2020,Shipped,Small,27,56.85,1534.95
10377,S18_3232,"Toys of Finland, Co.",9/2/2020,Shipped,Large,39,186.27,7264.53
10383,S18_3232,Euro Shopping Channel,22/02/2020,Shipped,Medium,47,146.15,6869.05
10394,S18_3232,Euro Shopping Channel,15/03/2020,Shipped,Medium,22,152.41,3353.02
10405,S18_3232,Mini Caravy,14/04/2020,Shipped,Large,55,150.71,8289.05
10412,S18_3232,Euro Shopping Channel,3/5/2020,Shipped,Large,60,198.13,11887.8
10419,S18_3232,Salzburg Collectables,17/05/2020,Shipped,Medium,35,169.34,5926.9
10425,S18_3232,La Rochelle Gifts,31/05/2020,In Process,Medium,28,135.47,3793.16
10105,S18_3259,Danish Wholesale Imports,11/2/2018,Shipped,Medium,38,113.95,4330.1
10117,S18_3259,"Dragon Souveniers, Ltd.",16/04/2018,Shipped,Small,21,95.8,2011.8
10128,S18_3259,Euro Shopping Channel,6/6/2018,Shipped,Medium,41,117.98,4837.18
10142,S18_3259,Mini Gifts Distributors Ltd.,8/8/2018,Shipped,Small,22,97.81,2151.82
10153,S18_3259,Euro Shopping Channel,28/09/2018,Shipped,Small,29,88.74,2573.46
10165,S18_3259,"Dragon Souveniers, Ltd.",22/10/2018,Shipped,Medium,50,106.89,5344.5
10177,S18_3259,CAF Imports,7/11/2018,Shipped,Medium,29,105.88,3070.52
10185,S18_3259,Mini Creations Ltd.,14/11/2018,Shipped,Medium,49,80.67,3952.83
10196,S18_3259,Super Scale Inc.,26/11/2018,Shipped,Medium,35,101.85,3564.75
10208,S18_3259,"Saveley & Henriot, Co.",2/1/2019,Shipped,Medium,48,116.97,5614.56
10221,S18_3259,Petit Auto,18/02/2019,Shipped,Small,23,80.67,1855.41
10232,S18_3259,giftsbymail.co.uk,20/03/2019,Shipped,Medium,48,95.8,4598.4
10248,S18_3259,Land of Toys Inc.,7/5/2019,Cancelled,Medium,42,121.01,5082.42
10273,S18_3259,Petit Auto,21/07/2019,Shipped,Medium,47,115.97,5450.59
10282,S18_3259,Mini Gifts Distributors Ltd.,20/08/2019,Shipped,Medium,36,115.97,4174.92
10293,S18_3259,Amica Models & Co.,9/9/2019,Shipped,Small,22,109.92,2418.24
10306,S18_3259,"AV Stores, Co.",14/10/2019,Shipped,Medium,40,91.76,3670.4
10314,S18_3259,Heintze Collectables,22/10/2019,Shipped,Small,23,107.9,2481.7
10326,S18_3259,"Volvo Model Replicas, Co",9/11/2019,Shipped,Medium,32,118.99,3807.68
10336,S18_3259,"La Corne D'abondance, Co.",20/11/2019,Shipped,Small,21,106.21,2230.41
10350,S18_3259,Euro Shopping Channel,2/12/2019,Shipped,Medium,41,93.04,3814.64
10372,S18_3259,"Tokyo Collectables, Ltd",26/01/2020,Shipped,Small,25,84.71,2117.75
10383,S18_3259,Euro Shopping Channel,22/02/2020,Shipped,Medium,26,128.48,3340.48
10396,S18_3259,Mini Gifts Distributors Ltd.,23/03/2020,Shipped,Small,24,89.75,2154
10414,S18_3259,Gifts4AllAges.com,6/5/2020,On Hold,Medium,48,121.01,5808.48
10108,S18_3278,Cruz & Sons Co.,3/3/2018,Shipped,Small,26,68.35,1777.1
10122,S18_3278,Marseille Mini Autos,8/5/2018,Shipped,Small,21,73.17,1536.57
10135,S18_3278,Mini Gifts Distributors Ltd.,2/7/2018,Shipped,Medium,45,78,3510
10147,S18_3278,Collectables For Less Inc.,5/9/2018,Shipped,Medium,36,86.04,3097.44
10169,S18_3278,"Anna's Decorations, Ltd",4/11/2018,Shipped,Small,32,70.76,2264.32
10181,S18_3278,Herkku Gifts,12/11/2018,Shipped,Small,30,82.82,2484.6
10191,S18_3278,"Toms Spezialitten, Ltd",20/11/2018,Shipped,Medium,36,94.88,3415.68
10203,S18_3278,Euro Shopping Channel,2/12/2018,Shipped,Small,33,86.04,2839.32
10211,S18_3278,Auto Canal Petit,15/01/2019,Shipped,Small,35,78,2730
10225,S18_3278,"Vida Sport, Ltd",22/02/2019,Shipped,Medium,37,95.69,3540.53
10238,S18_3278,Danish Wholesale Imports,9/4/2019,Shipped,Small,41,73.17,2999.97
10252,S18_3278,Auto Canal Petit,26/05/2019,Shipped,Small,20,76.39,1527.8
10265,S18_3278,"Australian Collectables, Ltd",2/7/2019,Shipped,Medium,45,86.84,3907.8
10276,S18_3278,Online Mini Collectables,2/8/2019,Shipped,Small,38,69.96,2658.48
10287,S18_3278,"Vida Sport, Ltd",30/08/2019,Shipped,Medium,43,70.76,3042.68
10300,S18_3278,"Blauer See Auto, Co.",4/10/2018,Shipped,Medium,49,78.8,3861.2
10310,S18_3278,"Toms Spezialitten, Ltd",16/10/2019,Shipped,Small,27,80.41,2171.07
10319,S18_3278,Microscale Inc.,3/11/2019,Shipped,Medium,46,73.98,3403.08
10329,S18_3278,Land of Toys Inc.,15/11/2019,Shipped,Small,38,59.1,2245.8
10342,S18_3278,"Australian Collectors, Co.",24/11/2019,Shipped,Small,25,66.74,1668.5
10363,S18_3278,Suominen Souveniers,6/1/2020,Shipped,Small,46,60.3,2773.8
10378,S18_3278,Euro Shopping Channel,10/2/2020,Shipped,Small,22,112,2464
10390,S18_3278,Mini Gifts Distributors Ltd.,4/3/2020,Shipped,Medium,40,137.29,5491.6
10103,S18_3320,Baane Mini Imports,29/01/2018,Shipped,Medium,46,104.17,4791.82
10126,S18_3320,"Corrida Auto Replicas, Ltd",28/05/2018,Shipped,Medium,38,82.34,3128.92
10139,S18_3320,Souveniers And Things Co.,16/07/2018,Shipped,Medium,30,103.18,3095.4
10149,S18_3320,Signal Collectibles Ltd.,12/9/2018,Shipped,Medium,42,94.25,3958.5
10163,S18_3320,Classic Legends Inc.,20/10/2018,Shipped,Medium,43,116.08,4991.44
10173,S18_3320,Rovelli Gifts,5/11/2018,Shipped,Small,29,95.24,2761.96
10182,S18_3320,Mini Gifts Distributors Ltd.,12/11/2018,Shipped,Small,33,86.31,2848.23
10193,S18_3320,"Australian Collectables, Ltd",21/11/2018,Shipped,Small,32,79.37,2539.84
10206,S18_3320,Canadian Gift Exchange Network,5/12/2018,Shipped,Small,28,87.3,2444.4
10215,S18_3320,West Coast Collectables Co.,29/01/2019,Shipped,Medium,41,111.12,4555.92
10227,S18_3320,"Saveley & Henriot, Co.",2/3/2019,Shipped,Medium,33,111.12,3666.96
10244,S18_3320,Euro Shopping Channel,29/04/2019,Shipped,Medium,36,84.33,3035.88
10257,S18_3320,The Sharp Gifts Warehouse,14/06/2019,Shipped,Small,26,89.29,2321.54
10280,S18_3320,Amica Models & Co.,17/08/2019,Shipped,Medium,34,102.19,3474.46
10290,S18_3320,Auto-Moto Classics Inc.,7/9/2019,Shipped,Small,26,96.23,2501.98
10304,S18_3320,Auto Assoc. & Cie.,11/10/2019,Shipped,Medium,38,104.17,3958.46
10312,S18_3320,Mini Gifts Distributors Ltd.,21/10/2019,Shipped,Medium,33,107.15,3535.95
10323,S18_3320,"Blauer See Auto, Co.",5/11/2019,Shipped,Medium,33,91.27,3011.91
10347,S18_3320,"Australian Collectors, Co.",29/11/2019,Shipped,Small,26,102.19,2656.94
10357,S18_3320,Mini Gifts Distributors Ltd.,10/12/2019,Shipped,Small,25,104.17,2604.25
10369,S18_3320,Collectables For Less Inc.,20/01/2020,Shipped,Medium,45,73.08,3288.6
10382,S18_3320,Mini Gifts Distributors Ltd.,17/02/2020,Shipped,Large,50,178.71,8935.5
10392,S18_3320,Mini Auto Werke,10/3/2020,Shipped,Medium,36,112.11,4035.96
10423,S18_3320,Petit Auto,30/05/2020,In Process,Small,21,89.29,1875.09
10108,S18_3482,Cruz & Sons Co.,3/3/2018,Shipped,Medium,29,139.64,4049.56
10122,S18_3482,Marseille Mini Autos,8/5/2018,Shipped,Small,21,117.59,2469.39
10135,S18_3482,Mini Gifts Distributors Ltd.,2/7/2018,Shipped,Medium,42,129.35,5432.7
10147,S18_3482,Collectables For Less Inc.,5/9/2018,Shipped,Medium,37,119.06,4405.22
10169,S18_3482,"Anna's Decorations, Ltd",4/11/2018,Shipped,Medium,36,123.47,4444.92
10181,S18_3482,Herkku Gifts,12/11/2018,Shipped,Medium,22,154.34,3395.48
10191,S18_3482,"Toms Spezialitten, Ltd",20/11/2018,Shipped,Medium,23,148.46,3414.58
10203,S18_3482,Euro Shopping Channel,2/12/2018,Shipped,Medium,32,160.22,5127.04
10211,S18_3482,Auto Canal Petit,15/01/2019,Shipped,Medium,28,133.76,3745.28
10225,S18_3482,"Vida Sport, Ltd",22/02/2019,Shipped,Medium,27,169.04,4564.08
10238,S18_3482,Danish Wholesale Imports,9/4/2019,Shipped,Medium,49,133.76,6554.24
10252,S18_3482,Auto Canal Petit,26/05/2019,Shipped,Medium,41,164.63,6749.83
10265,S18_3482,"Australian Collectables, Ltd",2/7/2019,Shipped,Large,49,171.98,8427.02
10276,S18_3482,Online Mini Collectables,2/8/2019,Shipped,Medium,30,130.82,3924.6
10287,S18_3482,"Vida Sport, Ltd",30/08/2019,Shipped,Medium,40,169.04,6761.6
10300,S18_3482,"Blauer See Auto, Co.",4/10/2018,Shipped,Medium,23,164.63,3786.49
10310,S18_3482,"Toms Spezialitten, Ltd",16/10/2019,Shipped,Medium,49,127.88,6266.12
10320,S18_3482,"Volvo Model Replicas, Co",3/11/2019,Shipped,Medium,25,139.64,3491
10330,S18_3482,Cruz & Sons Co.,16/11/2019,Shipped,Medium,37,119.06,4405.22
10342,S18_3482,"Australian Collectors, Co.",24/11/2019,Shipped,Medium,55,119.06,6548.3
10355,S18_3482,Euro Shopping Channel,7/12/2019,Shipped,Medium,23,138.17,3177.91
10363,S18_3482,Suominen Souveniers,6/1/2020,Shipped,Medium,24,172.61,4142.64
10378,S18_3482,Euro Shopping Channel,10/2/2020,Shipped,Medium,43,96.49,4149.07
10390,S18_3482,Mini Gifts Distributors Ltd.,4/3/2020,Shipped,Large,50,147.94,7397
10109,S18_3685,Motor Mint Distributors Inc.,10/3/2018,Shipped,Medium,47,132.8,6241.6
10123,S18_3685,Atelier graphique,20/05/2018,Shipped,Medium,34,156.82,5331.88
10137,S18_3685,Reims Collectables,10/7/2018,Shipped,Medium,31,165.3,5124.3
10148,S18_3685,"Anna's Decorations, Ltd",11/9/2018,Shipped,Medium,28,129.98,3639.44
10161,S18_3685,Heintze Collectables,17/10/2018,Shipped,Medium,36,154,5544
10172,S18_3685,Gift Depot Inc.,5/11/2018,Shipped,Medium,48,114.44,5493.12
10181,S18_3685,Herkku Gifts,12/11/2018,Shipped,Medium,39,148.34,5785.26
10192,S18_3685,Online Diecast Creations Co.,20/11/2018,Shipped,Medium,45,118.68,5340.6
10204,S18_3685,Muscle Machine Inc,2/12/2018,Shipped,Medium,35,163.88,5735.8
10212,S18_3685,Euro Shopping Channel,16/01/2019,Shipped,Medium,45,141.28,6357.6
10226,S18_3685,Collectable Mini Designs Co.,26/02/2019,Shipped,Large,46,159.65,7343.9
10240,S18_3685,Osaka Souveniers Co.,13/04/2019,Shipped,Medium,37,161.06,5959.22
10253,S18_3685,"UK Collectables, Ltd.",1/6/2019,Cancelled,Medium,31,129.98,4029.38
10266,S18_3685,L'ordine Souveniers,6/7/2019,Shipped,Medium,33,152.58,5035.14
10278,S18_3685,Signal Gift Stores,6/8/2019,Shipped,Medium,31,132.8,4116.8
10287,S18_3685,"Vida Sport, Ltd",30/08/2019,Shipped,Medium,27,159.65,4310.55
10301,S18_3685,"Norway Gifts By Mail, Co.",5/10/2018,Shipped,Medium,39,165.3,6446.7
10311,S18_3685,Euro Shopping Channel,16/10/2019,Shipped,Medium,32,113.02,3616.64
10321,S18_3685,FunGiftIdeas.com,4/11/2019,Shipped,Medium,28,151.17,4232.76
10331,S18_3685,Motor Mint Distributors Inc.,17/11/2019,Shipped,Small,26,67.91,1765.66
10343,S18_3685,Reims Collectables,24/11/2019,Shipped,Medium,44,84.88,3734.72
10367,S18_3685,Toys4GrownUps.com,12/1/2020,Resolved,Medium,46,104.53,4808.38
10379,S18_3685,Euro Shopping Channel,10/2/2020,Shipped,Small,32,70.83,2266.56
10406,S18_3685,Danish Wholesale Imports,15/04/2020,Disputed,Large,65,161.06,10468.9
10419,S18_3685,Salzburg Collectables,17/05/2020,Shipped,Medium,43,129.98,5589.14
10108,S18_3782,Cruz & Sons Co.,3/3/2018,Shipped,Small,43,67.77,2914.11
10122,S18_3782,Marseille Mini Autos,8/5/2018,Shipped,Small,35,49.74,1740.9
10135,S18_3782,Mini Gifts Distributors Ltd.,2/7/2018,Shipped,Small,45,50.36,2266.2
10146,S18_3782,Gift Ideas Corp.,3/9/2018,Shipped,Medium,47,67.14,3155.58
10169,S18_3782,"Anna's Decorations, Ltd",4/11/2018,Shipped,Small,38,68.39,2598.82
10180,S18_3782,Daedalus Designs Imports,11/11/2018,Shipped,Small,21,50.36,1057.56
10191,S18_3782,"Toms Spezialitten, Ltd",20/11/2018,Shipped,Medium,43,72.74,3127.82
10211,S18_3782,Auto Canal Petit,15/01/2019,Shipped,Small,46,54.09,2488.14
10224,S18_3782,Daedalus Designs Imports,21/02/2019,Shipped,Small,38,58.44,2220.72
10237,S18_3782,Vitachrome Inc.,5/4/2019,Shipped,Small,26,52.22,1357.72
10252,S18_3782,Auto Canal Petit,26/05/2019,Shipped,Small,31,52.84,1638.04
10264,S18_3782,Gifts4AllAges.com,30/06/2019,Shipped,Small,48,54.71,2626.08
10276,S18_3782,Online Mini Collectables,2/8/2019,Shipped,Small,33,50.36,1661.88
10286,S18_3782,"La Corne D'abondance, Co.",28/08/2019,Shipped,Small,38,57.2,2173.6
10299,S18_3782,"Toys of Finland, Co.",30/09/2019,Shipped,Small,39,55.95,2182.05
10310,S18_3782,"Toms Spezialitten, Ltd",16/10/2019,Shipped,Small,42,67.14,2819.88
10319,S18_3782,Microscale Inc.,3/11/2019,Shipped,Small,44,59.06,2598.64
10330,S18_3782,Cruz & Sons Co.,16/11/2019,Shipped,Small,29,69.63,2019.27
10342,S18_3782,"Australian Collectors, Co.",24/11/2019,Shipped,Small,26,55.95,1454.7
10355,S18_3782,Euro Shopping Channel,7/12/2019,Shipped,Small,31,53.47,1657.57
10363,S18_3782,Suominen Souveniers,6/1/2020,Shipped,Small,32,89.12,2851.84
10378,S18_3782,Euro Shopping Channel,10/2/2020,Shipped,Medium,28,164.63,4609.64
10390,S18_3782,Mini Gifts Distributors Ltd.,4/3/2020,Shipped,Medium,36,141.11,5079.96
10403,S18_3782,"UK Collectables, Ltd.",8/4/2020,Shipped,Small,36,52.22,1879.92
10106,S18_3856,Rovelli Gifts,17/02/2018,Shipped,Medium,41,116.46,4774.86
10119,S18_3856,Salzburg Collectables,28/04/2018,Shipped,Small,27,99.52,2687.04
10130,S18_3856,Auto-Moto Classics Inc.,16/06/2018,Shipped,Medium,33,103.75,3423.75
10143,S18_3856,Mini Creations Ltd.,10/8/2018,Shipped,Medium,34,101.64,3455.76
10155,S18_3856,"Toys of Finland, Co.",6/10/2018,Shipped,Medium,29,124.93,3622.97
10167,S18_3856,Scandinavian Gift Ideas,23/10/2018,Cancelled,Medium,34,105.87,3599.58
10178,S18_3856,Alpha Cognac,8/11/2018,Shipped,Medium,48,112.22,5386.56
10186,S18_3856,"Double Decker Gift Stores, Ltd",14/11/2018,Shipped,Medium,46,106.93,4918.78
10197,S18_3856,Enaco Distributors,26/11/2018,Shipped,Small,22,115.4,2538.8
10222,S18_3856,Collectable Mini Designs Co.,19/02/2019,Shipped,Medium,45,85.75,3858.75
10249,S18_3856,Cambridge Collectables Co.,8/5/2019,Shipped,Medium,46,121.75,5600.5
10262,S18_3856,Euro Shopping Channel,24/06/2019,Cancelled,Medium,34,120.69,4103.46
10273,S18_3856,Petit Auto,21/07/2019,Shipped,Medium,50,85.75,4287.5
